Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,course_id
1,14,3,11,1,1,1,3,3,3,3,0,0,1,1,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11,0,Enrolled,252
1,4,1,12,1,3,1,1,1,8,11,0,0,0,1,0,23,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,274
1,1,1,7,1,1,1,13,28,10,8,0,0,1,1,0,18,0,0,5,12,5,13.28571429,0,0,5,16,5,14.8,0,Dropout,144
1,1,1,9,1,1,1,3,14,4,4,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,Graduate,168
1,15,1,4,1,14,1,3,3,3,11,0,0,1,1,0,20,0,0,6,7,6,14,0,0,6,7,6,14.66666667,0,Graduate,53
1,12,1,6,1,1,1,22,27,12,12,0,1,0,1,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,Dropout,97
4,12,2,14,1,12,1,13,1,12,12,0,0,0,1,0,34,0,0,6,6,0,0,0,0,6,9,0,0,0,Dropout,322
1,1,1,5,1,1,1,3,3,10,10,0,1,0,0,1,19,0,0,6,6,6,11.83333333,0,0,6,8,6,12.875,0,Graduate,75
1,6,1,10,1,1,12,13,1,10,10,0,1,0,1,0,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,Graduate,216
1,8,3,5,1,1,1,1,4,5,3,0,0,1,1,0,20,0,0,6,6,6,14.16666667,0,0,6,8,6,12.33333333,0,Graduate,74
2,13,1,17,0,1,1,3,2,3,3,0,0,1,1,0,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,Enrolled,408
2,12,1,7,1,1,1,13,14,1,6,0,1,1,1,0,30,0,0,5,5,0,0,0,0,5,5,0,0,0,Dropout,126
1,12,1,7,1,1,1,1,1,5,5,0,0,1,1,0,34,0,0,5,7,0,0,0,0,5,8,1,11,0,Enrolled,126
1,1,1,11,1,1,1,1,1,6,5,0,0,0,1,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0,0,Dropout,240
1,8,1,5,1,1,1,22,28,10,6,0,0,1,1,0,18,0,0,6,6,6,11.83333333,0,0,6,6,6,13.16666667,0,Graduate,68
1,1,1,8,1,1,1,7,14,5,5,0,0,1,1,1,26,0,0,5,9,0,0,0,0,5,6,0,0,0,Dropout,153
1,12,1,17,0,1,1,1,1,4,8,0,0,1,1,0,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,Graduate,402
1,12,2,9,1,1,1,13,14,6,10,0,0,0,1,0,26,0,0,5,5,2,10.5,0,0,5,9,0,0,0,Dropout,188
1,12,1,17,0,1,1,22,27,10,7,0,1,0,1,0,31,0,0,5,9,0,0,0,0,5,6,0,0,0,Dropout,402
1,1,3,2,1,1,1,22,14,10,9,0,0,1,1,1,20,0,6,12,12,12,14.58333333,0,4,11,14,11,14.33333333,0,Graduate,7
1,1,1,15,1,1,1,13,9,1,1,0,0,1,1,0,19,0,0,6,6,6,11.66666667,0,0,6,10,3,12.66666667,0,Graduate,345
1,8,1,14,1,1,1,19,3,8,3,0,1,0,1,0,23,0,0,5,5,0,0,0,0,5,5,0,0,0,Dropout,320
1,1,6,12,1,1,1,1,1,5,5,0,0,1,1,1,20,0,0,7,14,1,13,0,0,7,15,0,0,0,Dropout,263
1,16,1,12,1,1,1,1,1,5,11,0,0,1,1,0,20,0,0,7,7,7,15.66,0,7,10,11,9,15.01111111,0,Graduate,277
1,12,1,3,0,1,1,19,24,1,1,0,0,1,1,0,29,0,0,6,10,0,0,1,0,5,10,0,0,0,Dropout,32
1,1,4,15,1,1,1,13,14,8,8,0,0,1,1,1,20,0,0,6,6,6,12.16666667,0,0,6,8,4,12.75,0,Graduate,353
1,1,1,12,1,1,1,22,27,10,10,0,0,1,1,0,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,Graduate,260
1,12,1,13,1,12,1,27,1,4,8,0,0,1,1,0,37,0,0,7,15,0,0,0,0,7,13,0,0,1,Dropout,297
1,1,5,12,1,1,1,22,14,5,5,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,270
1,1,2,2,1,1,1,2,14,6,6,0,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,15
1,8,1,12,1,1,1,13,3,5,10,0,0,1,1,0,18,0,0,8,8,7,13.55714286,0,0,8,8,7,13.55714286,0,Graduate,265
2,15,1,7,1,14,1,22,27,10,10,0,1,1,1,0,41,0,3,7,15,5,14.33333333,0,1,6,16,6,14.63636364,0,Enrolled,131
1,12,1,4,1,1,1,22,27,10,5,0,0,1,1,0,35,0,0,6,16,4,12,0,0,6,11,3,10.33333333,0,Dropout,54
1,8,1,11,1,1,1,13,28,10,10,0,0,1,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,Dropout,237
1,1,1,2,1,1,1,1,14,11,6,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
2,12,1,12,1,1,1,22,27,29,37,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,Enrolled,269
1,1,1,12,1,1,1,13,2,10,4,0,0,1,0,0,19,0,0,7,7,6,12.18333333,0,0,7,7,6,12.18333333,0,Graduate,260
1,15,1,4,1,14,1,22,27,10,8,0,0,0,1,0,30,0,4,9,18,6,11.83333333,0,1,8,21,4,11,0,Dropout,53
2,14,1,15,1,1,1,22,27,6,1,0,1,0,1,0,51,0,0,4,4,0,0,0,0,4,4,0,0,0,Dropout,354
1,5,1,6,1,1,9,2,14,3,9,0,0,1,0,0,18,1,0,6,8,6,15,0,0,6,10,5,14.33333333,0,Graduate,114
1,1,1,2,1,1,1,1,1,10,4,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,1,1,2,1,1,1,25,33,5,5,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,1,5,12,1,1,1,23,27,8,8,0,0,1,0,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,Graduate,270
1,1,1,8,1,1,1,2,16,5,4,0,0,1,0,0,18,0,0,5,8,4,13.5,2,0,5,9,0,0,3,Dropout,153
1,1,1,2,1,1,1,2,3,5,9,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Enrolled,9
1,9,1,2,1,1,1,1,1,5,4,0,0,1,0,0,23,0,15,17,18,17,11.5,0,16,17,17,17,12.17647059,0,Graduate,23
1,1,1,5,1,1,1,13,14,8,10,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,6,3,11,0,Enrolled,75
1,1,1,6,1,1,1,13,27,9,9,1,0,1,0,0,21,0,0,6,13,4,12,0,0,6,17,2,11.5,0,Enrolled,93
1,1,1,15,1,1,1,3,3,3,3,0,1,0,0,0,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,Dropout,345
1,1,1,2,1,1,1,10,10,5,2,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,17,1,6,1,16,1,3,1,3,9,0,0,1,0,0,21,0,7,11,15,10,14.5,0,4,9,15,8,14,0,Graduate,94
1,14,1,15,1,1,1,1,27,4,1,0,1,1,0,0,20,0,0,6,7,6,13.33333333,0,0,6,8,6,12.66666667,0,Graduate,354
1,13,1,6,1,1,1,1,7,5,5,0,0,1,0,0,24,0,5,11,29,9,12,6,4,10,21,9,12.55555556,0,Graduate,109
1,1,1,8,1,1,1,1,1,5,5,0,0,1,0,0,18,0,0,6,9,6,15.125,0,0,6,9,6,14,0,Graduate,153
1,8,1,12,1,1,1,13,1,5,11,0,0,1,0,0,18,0,0,7,7,6,13.11666667,0,0,7,7,6,13.11666667,0,Graduate,265
1,1,1,15,1,1,1,13,1,8,10,0,0,1,0,0,19,0,0,6,7,6,12.83333333,0,0,6,7,6,11.66666667,0,Graduate,345
1,15,1,10,1,14,1,1,27,5,9,0,0,1,0,1,20,0,3,6,6,6,13.33333333,0,2,6,6,6,14.16666667,0,Graduate,205
1,1,6,12,1,1,1,4,10,6,10,0,0,1,0,0,18,0,0,7,7,7,13.87714286,0,0,8,8,8,15.6625,0,Graduate,263
1,1,6,12,1,1,1,13,1,10,11,0,0,1,0,0,18,0,0,8,8,7,12.94428571,0,0,8,8,7,12.94428571,0,Graduate,263
1,8,1,16,1,1,1,2,14,4,10,0,0,1,0,0,19,0,0,6,8,5,12.33333333,0,0,6,8,5,11,0,Enrolled,379
1,1,1,12,1,1,1,3,3,3,3,0,0,1,0,0,19,0,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,Graduate,260
1,1,2,14,1,1,1,3,14,5,6,0,0,1,0,0,18,0,0,6,8,5,13,0,0,6,8,5,14,0,Graduate,323
1,1,2,12,1,1,1,22,27,6,8,0,0,1,0,0,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,Graduate,266
1,1,2,13,1,1,1,23,1,10,4,0,0,1,0,0,18,0,0,7,8,7,13.42857143,0,0,8,8,8,15.3125,0,Graduate,300
2,8,3,3,0,1,1,13,27,4,4,0,1,0,0,0,18,0,0,6,9,3,10.66666667,0,0,6,12,0,0,0,Dropout,48
1,1,1,16,1,1,1,10,10,10,5,0,0,1,0,0,18,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,Graduate,373
1,1,4,12,1,1,1,1,27,5,9,0,0,1,0,0,18,0,0,7,7,6,13.45,0,0,7,7,6,13.45,0,Graduate,262
1,8,5,12,1,1,1,13,28,6,9,0,0,1,0,1,18,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,Graduate,278
1,1,4,12,1,1,1,13,28,10,11,0,0,1,0,0,20,0,0,7,7,7,12.48571429,0,0,8,12,8,12.9375,0,Graduate,262
1,1,2,5,1,1,1,13,27,10,10,0,0,1,0,1,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,Graduate,77
1,14,1,14,1,1,1,13,14,2,2,0,1,1,0,0,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,Enrolled,330
1,15,1,6,1,14,1,1,1,4,8,0,0,1,0,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,Enrolled,96
1,1,2,10,1,1,1,22,28,10,9,0,0,1,0,0,18,0,0,6,7,6,13.83333333,0,0,6,6,6,14,0,Graduate,206
1,1,1,16,1,1,1,13,1,10,2,0,0,1,0,0,18,0,0,6,8,5,12.8,0,0,6,14,3,10,0,Enrolled,373
1,8,3,9,1,1,1,22,28,6,2,0,0,1,0,0,18,0,0,5,5,5,13.2,0,0,5,6,4,12.5,0,Graduate,173
1,8,1,14,1,1,1,1,28,5,8,0,1,1,0,1,18,0,0,6,7,1,14,0,0,6,6,0,0,0,Dropout,320
1,8,1,10,1,1,1,1,1,5,11,0,0,1,0,0,19,0,4,8,8,8,13.875,0,1,6,8,5,14,0,Graduate,207
1,1,1,6,1,1,1,23,14,10,5,0,0,1,0,1,19,0,0,5,7,5,12.5,0,0,5,8,5,12.71428571,0,Graduate,93
1,8,2,15,1,1,1,13,14,10,10,0,0,1,0,1,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.5,0,Graduate,344
1,1,1,5,1,1,1,23,28,10,6,0,0,0,0,1,18,0,0,6,7,5,11.8,0,0,6,7,5,13,0,Enrolled,75
1,8,3,12,1,1,1,1,1,10,10,0,0,1,0,1,18,0,0,7,7,7,14.86857143,0,0,8,9,8,15.11111111,0,Graduate,275
1,1,4,12,1,1,1,13,1,2,2,0,0,1,0,0,18,0,0,7,10,7,13.03,0,0,8,8,8,13.21875,0,Graduate,262
1,8,1,14,1,1,1,23,28,6,8,0,0,1,0,0,19,0,0,6,7,6,14.57142857,0,0,6,7,6,12.33333333,0,Graduate,320
1,8,2,10,1,1,1,13,14,4,4,0,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,Graduate,204
1,12,1,12,1,12,1,13,27,10,5,0,0,1,0,1,25,0,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,Graduate,269
1,1,4,12,1,1,1,13,28,10,10,0,0,1,0,1,19,0,0,7,7,6,12.80833333,0,0,8,11,7,12.82571429,0,Graduate,262
1,8,6,12,1,1,1,1,28,4,4,0,0,1,0,0,18,0,0,7,7,7,13.91857143,0,0,8,9,8,13.8875,0,Graduate,264
1,8,1,8,1,1,1,4,1,3,11,0,0,1,0,0,19,0,0,6,8,6,13,0,0,6,9,4,12.8,0,Graduate,160
2,1,1,12,1,1,1,13,28,5,6,0,0,1,0,0,18,0,0,7,7,6,13.68333333,0,0,7,7,6,13.68333333,0,Graduate,260
1,12,1,6,1,1,1,13,14,5,11,0,0,1,0,0,24,0,1,6,11,5,13,0,1,6,12,1,12,0,Dropout,97
1,1,2,15,1,1,1,3,3,4,5,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,Graduate,348
1,1,2,11,1,1,1,1,1,10,5,0,0,1,0,1,18,0,0,6,9,6,13.57142857,0,0,6,6,6,12.16666667,0,Graduate,242
1,1,1,10,1,1,1,23,28,10,7,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.16666667,0,Graduate,202
2,1,1,5,1,1,1,10,14,10,10,0,0,1,0,1,20,0,0,6,6,6,15,0,0,6,6,6,14.5,0,Graduate,75
1,1,1,5,1,1,1,4,14,4,6,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.4,0,Graduate,75
1,1,2,15,1,1,1,1,14,5,8,0,0,1,0,1,19,0,0,6,7,6,13.85714286,0,0,6,7,6,13.14285714,0,Dropout,348
1,1,4,12,1,1,1,22,27,10,10,0,0,1,0,0,30,0,0,7,7,7,14.69285714,0,0,8,8,8,14.9625,0,Graduate,262
1,1,1,12,1,1,1,13,28,6,4,0,0,1,0,0,18,0,0,8,8,8,14.035,0,0,8,8,8,14.035,0,Graduate,260
1,8,1,6,1,1,1,1,14,5,11,0,0,1,0,0,18,0,0,5,8,4,11,1,0,5,8,3,14,0,Graduate,98
1,1,1,15,1,1,1,23,28,10,10,0,0,1,0,1,18,0,0,6,6,6,13.33333333,0,0,6,6,6,13.33333333,0,Graduate,345
1,9,1,12,1,1,1,23,27,6,6,0,0,1,0,0,20,0,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,Graduate,273
1,1,1,11,1,1,1,23,28,5,8,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,240
1,14,2,11,1,1,1,13,14,10,10,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,12,0,0,0,Dropout,253
1,1,1,2,1,1,1,13,27,8,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,9
1,1,4,11,1,1,1,1,28,6,7,0,0,1,0,1,18,0,0,6,7,6,12.28571429,0,0,6,6,6,12,0,Graduate,238
1,1,4,12,1,1,1,3,14,3,4,0,0,1,0,0,17,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,Enrolled,262
1,9,1,16,1,1,1,13,28,5,1,0,0,1,0,0,19,0,0,7,10,6,12.16666667,0,0,7,9,6,13.16666667,0,Graduate,376
1,1,4,10,1,1,1,13,1,5,6,1,0,1,0,0,18,0,0,6,9,5,11.83333333,0,0,6,8,2,11.5,0,Enrolled,210
1,4,1,12,1,3,1,22,27,5,5,0,0,1,0,0,25,0,0,8,8,7,14.80571429,0,0,8,8,7,14.80571429,0,Graduate,274
1,1,1,10,1,1,1,10,28,5,10,0,0,1,0,0,19,0,0,6,11,5,10.6,0,0,6,10,6,11.71428571,0,Dropout,202
1,17,1,6,1,16,1,13,1,10,10,0,1,0,0,0,24,0,7,9,9,8,13.125,0,4,9,13,6,13,0,Enrolled,94
1,1,1,10,1,1,1,1,1,5,10,0,1,1,0,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,Graduate,202
1,9,1,12,1,1,1,13,1,10,5,0,0,1,0,1,20,0,0,8,8,0,0,8,0,8,8,0,0,8,Enrolled,273
1,1,1,14,1,1,1,1,1,6,5,0,0,1,0,1,20,0,0,6,9,5,13,0,0,6,6,5,13.8,0,Graduate,317
1,1,2,12,1,1,1,1,1,5,5,0,0,1,0,1,20,0,0,7,8,7,12.725,0,0,8,8,8,13.7125,0,Graduate,266
1,8,1,6,1,1,1,1,3,5,2,0,0,1,0,0,19,0,0,5,10,4,11.25,1,0,5,10,3,10.33333333,0,Graduate,98
1,4,1,4,1,4,1,3,1,3,5,0,0,1,0,0,31,0,8,12,12,11,13.81818182,0,4,12,16,12,13.46153846,0,Graduate,55
1,1,1,6,1,1,1,1,14,4,5,0,0,1,0,0,20,0,0,5,12,3,12.33333333,2,0,5,8,3,13,1,Graduate,93
1,1,3,6,1,1,1,3,2,5,4,0,0,1,0,0,18,0,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,Enrolled,100
1,8,1,16,1,1,1,1,1,4,5,0,1,1,0,0,18,0,0,6,8,4,13.25,0,0,6,10,3,10.66666667,0,Enrolled,379
1,1,4,14,1,1,1,1,2,5,8,0,0,1,0,0,18,0,0,6,7,6,13.66666667,0,0,6,9,5,15.4,0,Graduate,318
1,16,1,10,1,1,1,13,3,6,3,0,1,1,0,0,20,0,5,11,18,8,12.625,0,4,10,10,3,11,0,Enrolled,212
1,8,1,6,1,1,1,2,14,3,5,0,0,1,0,1,20,0,0,6,6,6,14.83333333,0,0,6,8,6,12.14285714,0,Graduate,98
1,8,2,14,1,1,1,13,14,6,5,0,0,1,0,1,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,Dropout,321
1,8,1,9,1,1,1,13,14,5,7,0,0,1,0,1,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,Graduate,172
1,1,4,12,1,1,1,1,10,4,11,0,0,1,0,0,18,0,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,Graduate,262
1,16,1,5,1,1,1,1,1,5,5,0,0,1,0,0,21,0,3,10,10,10,13,0,5,11,11,10,11.4,0,Dropout,67
1,1,4,12,1,1,1,13,14,4,4,0,0,1,0,0,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,Enrolled,262
1,15,1,10,1,14,1,1,14,29,15,0,0,1,0,0,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,Graduate,205
1,15,1,6,1,1,1,1,2,4,4,0,0,1,0,0,20,0,0,6,7,6,14.28571429,0,0,6,9,3,13,0,Enrolled,96
1,1,1,14,1,1,1,10,1,10,10,0,0,1,0,1,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,Graduate,317
1,1,1,9,1,1,1,13,14,10,10,0,0,1,0,1,18,0,0,5,8,4,10.75,0,0,5,5,5,13,0,Graduate,168
1,8,1,10,1,1,1,13,14,8,8,0,0,1,0,1,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,Graduate,207
1,14,1,6,1,14,1,23,27,7,7,0,0,1,0,1,21,0,2,7,15,3,13,2,1,5,12,5,13.28571429,1,Graduate,108
1,1,1,12,1,1,1,23,14,6,9,0,0,1,0,0,18,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,Graduate,260
1,1,1,12,1,1,1,13,1,6,6,0,0,1,0,1,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,Graduate,260
1,8,2,11,1,1,1,22,27,10,8,0,0,1,0,1,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,Graduate,239
2,13,1,12,1,2,1,22,27,10,10,0,0,1,0,1,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,Graduate,267
2,12,1,17,0,1,1,22,27,10,11,0,0,1,0,0,34,0,0,5,5,0,0,0,0,5,5,0,0,0,Enrolled,402
1,1,2,12,1,1,1,13,27,4,4,0,0,1,0,1,23,0,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,Graduate,266
1,1,5,14,1,1,1,4,1,5,11,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,Enrolled,326
1,8,1,3,0,1,1,22,14,6,6,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,Graduate,46
1,14,1,2,1,2,1,22,27,10,10,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,17
1,12,1,3,0,1,16,1,1,5,8,0,1,1,0,0,25,1,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,Enrolled,32
1,1,1,9,1,1,1,22,28,31,40,0,0,1,0,0,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,Graduate,168
1,1,1,11,1,1,1,13,7,1,1,0,0,1,0,1,20,0,0,6,12,0,0,0,0,6,12,0,0,0,Dropout,240
1,1,5,10,1,1,1,18,14,1,3,0,0,1,0,0,18,0,0,6,8,6,11.33333333,0,0,6,6,6,11.66666667,0,Graduate,225
1,8,1,6,1,1,1,3,27,5,9,0,0,1,0,0,18,0,0,6,8,6,13.85714286,0,0,6,15,6,13.1,0,Graduate,98
1,8,1,15,1,1,1,22,27,10,10,0,0,1,0,0,18,0,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,Graduate,347
1,12,1,3,0,1,1,22,28,5,8,0,0,1,0,0,24,0,0,6,10,1,10,0,0,6,12,0,0,0,Dropout,32
1,16,1,9,1,1,1,13,14,10,8,0,1,0,0,0,32,0,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,Graduate,177
1,12,1,11,1,1,1,1,1,10,7,0,1,0,0,0,24,0,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,Dropout,234
1,1,1,10,1,1,1,23,27,10,6,0,0,1,0,1,18,0,0,6,6,6,13.83333333,0,0,6,7,0,0,0,Dropout,202
1,16,1,11,1,1,1,23,28,10,10,0,0,1,0,0,28,0,0,6,8,6,12.85714286,0,0,6,8,5,12.6,0,Graduate,254
1,8,5,16,1,1,1,13,28,5,9,0,0,1,0,1,18,0,0,6,8,6,11.66666667,0,0,6,9,4,12,0,Dropout,378
1,4,1,16,1,3,1,19,24,1,1,0,0,0,0,0,24,0,0,6,12,0,0,0,0,5,10,0,0,0,Dropout,386
1,1,1,6,1,1,1,1,27,5,11,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,Graduate,93
2,12,1,3,0,1,1,22,27,10,9,0,0,1,0,0,44,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,Graduate,32
1,7,3,6,1,1,1,22,27,10,3,0,0,1,0,1,18,0,0,6,14,6,14.33333333,0,0,6,9,6,12,0,Graduate,115
1,1,1,2,1,1,1,22,27,10,8,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,1,6,15,1,1,1,1,1,12,12,0,0,1,0,0,22,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,351
1,9,1,16,1,1,1,22,27,10,6,0,0,1,0,1,18,0,0,7,9,6,12.33333333,0,0,7,7,6,12.66666667,0,Graduate,376
2,12,1,17,0,1,1,22,27,10,5,0,0,1,0,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,Graduate,402
5,12,1,16,1,12,1,23,1,6,4,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,Dropout,375
2,12,1,16,1,1,1,22,27,10,10,0,1,0,0,0,32,0,0,6,6,0,0,0,0,5,10,0,0,0,Dropout,375
2,12,1,4,1,1,1,13,14,5,5,0,0,0,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,54
1,1,1,10,1,1,1,13,14,7,7,0,0,1,0,0,20,0,0,6,6,6,11.5,0,0,6,7,6,13.28571429,0,Graduate,202
1,12,1,11,1,1,1,3,1,7,7,0,0,1,0,0,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,Graduate,234
1,1,1,12,1,1,1,23,1,10,11,0,0,1,0,0,19,0,0,7,7,7,13.54285714,0,0,8,9,8,14.22222222,0,Graduate,260
1,1,1,11,1,1,1,13,14,6,6,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13,0,Enrolled,240
1,1,2,15,1,1,1,1,1,5,10,0,0,1,1,1,19,0,0,6,7,6,13.66666667,0,0,6,6,6,13.83333333,0,Graduate,348
1,13,1,4,1,1,1,13,1,10,6,0,0,0,1,0,27,0,0,6,10,0,0,0,0,6,8,0,0,0,Dropout,62
1,12,1,16,1,1,1,13,1,10,5,0,0,0,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,375
1,8,4,2,1,1,1,23,28,10,10,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,20
1,1,1,5,1,1,1,1,10,6,9,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.28571429,0,Graduate,75
2,12,1,17,0,1,1,22,27,10,11,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,Enrolled,402
1,14,1,12,1,1,1,4,14,5,11,0,0,1,1,0,18,0,0,7,7,7,11.82857143,0,0,8,10,7,12.9125,0,Graduate,271
1,1,1,2,1,1,1,3,2,4,4,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,1,2,2,1,1,1,3,29,2,4,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Enrolled,15
1,1,1,12,1,1,1,13,27,5,10,0,0,1,0,1,19,0,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,Graduate,260
1,1,1,15,1,1,1,22,28,10,7,0,0,1,1,0,18,0,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,Graduate,345
1,8,2,12,1,1,1,13,14,10,11,0,0,1,0,0,19,0,0,7,7,7,14.12571429,0,0,8,8,8,14.36875,0,Graduate,261
4,12,1,11,1,1,1,23,27,10,10,0,1,1,0,0,45,0,4,10,12,5,12.16666667,4,2,8,8,0,0,2,Dropout,234
1,12,1,6,1,1,1,13,27,10,7,0,0,1,0,0,26,0,0,6,17,6,12.66666667,0,0,6,21,4,12.25,0,Graduate,97
2,12,2,17,0,1,1,22,27,10,10,0,0,1,1,0,51,0,0,4,4,0,0,0,0,5,0,0,0,0,Dropout,410
2,12,1,15,1,12,1,22,27,7,7,0,1,1,1,1,49,0,0,6,8,6,12.28571429,0,0,6,7,6,14.16666667,0,Graduate,352
1,13,1,12,1,1,1,3,14,3,9,0,0,1,1,0,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,Enrolled,267
1,8,1,9,1,1,1,1,27,6,10,0,0,1,1,0,22,0,0,5,8,2,10,0,0,5,7,1,10,0,Dropout,172
2,4,1,8,1,3,1,3,3,2,2,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12,0,Dropout,159
1,5,1,14,1,1,9,22,27,10,10,0,0,1,0,0,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,Graduate,339
1,1,4,10,1,1,1,23,14,8,8,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.66666667,0,Graduate,210
1,1,5,16,1,1,1,23,27,10,10,0,1,0,0,0,20,0,0,6,9,3,11.66666667,0,0,6,10,2,11,0,Dropout,381
