Student_ID,course_id,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Debtor,Tuition fees up to date,Scholarship holder,Target
2454,28,21,6,12,12,12,15.08333333,0,4,11,15,11,13.08333333,0,0,1,0,Enrolled
2455,143,18,0,5,5,0,0,0,0,5,5,0,0,0,0,1,1,Dropout
2456,53,20,0,6,8,6,14.5,0,0,6,10,6,15.3,0,0,1,0,Graduate
2457,84,55,0,6,6,6,14.5,0,0,6,6,6,13.5,0,0,1,0,Graduate
2458,168,27,0,5,12,3,10,0,0,5,12,1,13,0,0,1,0,Enrolled
2459,132,19,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,Dropout
2460,168,18,0,5,5,5,11.6,0,0,5,5,5,13.2,0,0,1,0,Graduate
2461,352,43,0,6,10,4,11.75,0,0,6,7,0,0,0,0,1,0,Dropout
2462,256,18,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
2463,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
2464,247,20,0,6,7,0,0,0,0,6,6,0,0,0,1,1,1,Dropout
2465,402,29,0,5,7,4,11.25,0,0,5,8,4,11.8,0,1,0,0,Dropout
2466,156,44,0,6,9,5,11.57142857,0,0,6,11,0,0,0,1,1,0,Dropout
2467,144,18,0,5,7,4,10,0,0,5,8,1,16,0,0,1,0,Enrolled
2468,53,20,0,6,11,5,13.83333333,0,0,6,13,6,12.3,0,0,1,1,Enrolled
2469,69,20,3,6,6,4,12.75,0,3,9,12,3,12.66666667,0,0,1,0,Dropout
2470,188,36,0,4,4,0,0,0,0,5,9,0,0,0,0,1,0,Dropout
2471,154,19,1,6,13,5,11.6,0,1,6,12,2,11,0,0,1,0,Enrolled
2472,97,29,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
2473,317,18,0,6,6,4,11.25,0,0,6,10,3,10.33333333,0,0,1,0,Dropout
2474,54,24,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,Dropout
2475,345,20,0,6,6,6,14.33333333,0,0,6,7,6,15,0,0,1,0,Graduate
2476,32,45,0,6,7,0,0,0,0,5,5,0,0,0,1,0,0,Dropout
2477,283,28,18,23,23,20,13.5,3,18,23,23,20,13.5,3,0,1,1,Graduate
2478,240,23,0,6,8,6,12.66666667,0,0,6,10,5,12.2,0,0,1,0,Enrolled
2479,260,18,0,7,7,7,12.44428571,0,0,8,11,7,11.34714286,0,0,1,0,Graduate
2480,170,23,0,5,7,3,10.66666667,1,0,5,7,3,11.33333333,0,0,1,0,Dropout
2481,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Enrolled
2482,75,22,1,6,6,6,12.66666667,0,1,6,6,5,12.4,0,0,1,1,Graduate
2483,402,33,0,5,5,5,13.2,0,0,5,6,5,14.83333333,0,0,1,0,Graduate
2484,56,21,7,12,20,10,12.7,0,5,12,14,11,12.18181818,0,0,1,0,Graduate
2485,179,45,0,5,6,5,14.83333333,0,0,5,5,5,14.8,0,0,1,0,Graduate
2486,54,44,4,10,10,4,11.5,0,1,7,8,1,12,0,0,0,0,Dropout
2487,319,42,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
2488,180,20,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,Dropout
2489,193,20,0,5,7,3,12.66666667,1,0,5,12,2,12.5,0,0,1,0,Enrolled
2490,242,20,0,6,7,6,14.71428571,0,0,6,6,6,12.5,0,0,1,1,Graduate
2491,344,20,0,6,11,3,13.66666667,0,0,6,13,4,10.25,0,0,1,0,Enrolled
2492,170,19,0,5,9,5,10.8,0,0,5,13,2,13.5,0,0,1,0,Enrolled
2493,40,26,2,8,13,4,10.5,0,5,10,16,7,10.42857143,0,1,0,0,Dropout
2494,54,31,0,6,10,6,15,0,0,6,11,5,12.5,0,0,1,0,Graduate
2495,345,19,0,6,6,6,12.66666667,0,0,6,6,6,14,0,1,1,1,Graduate
2496,352,28,0,6,7,6,13.16666667,0,0,6,6,6,13.66666667,0,0,1,0,Graduate
2497,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Graduate
2498,38,43,0,6,6,6,13,0,0,6,6,6,12.5,0,0,1,0,Graduate
2499,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dropout
2500,213,40,0,6,13,2,10,0,0,6,10,1,15,0,1,1,0,Dropout
2501,96,20,2,6,7,6,13.33333333,0,1,6,16,5,13.375,0,0,1,0,Graduate
2502,32,46,0,6,13,3,12.33333333,0,0,6,6,6,13.33333333,0,0,1,0,Graduate
2503,5,26,14,21,23,20,13.18181818,0,10,14,18,14,11.64285714,0,0,1,0,Graduate
2504,269,34,0,7,7,6,12.51333333,0,0,8,9,7,13.07142857,0,0,1,1,Graduate
2505,394,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
2506,263,18,0,8,8,7,13.58571429,0,0,8,8,7,13.58571429,0,0,1,1,Graduate
2507,301,18,0,7,9,7,11.15555556,0,0,8,10,8,11.425,0,0,1,0,Graduate
2508,32,37,1,7,9,6,11.85714286,0,1,6,7,5,12,0,0,1,1,Graduate
2509,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Graduate
2510,69,26,9,14,14,14,14,0,7,13,13,13,13.61538462,0,0,1,0,Graduate
2511,368,18,0,6,8,5,12,0,0,6,0,0,0,0,0,0,0,Dropout
2512,287,18,0,7,15,4,11.575,0,0,7,10,5,12.42,0,0,1,0,Enrolled
2513,268,19,0,7,8,7,13.19857143,0,0,8,8,8,13.0625,0,0,1,0,Graduate
2514,118,18,0,6,10,6,13.5,0,0,6,12,6,12,0,0,1,0,Graduate
2515,317,19,0,6,6,6,13.33333333,0,0,6,8,5,12.8,0,0,1,0,Dropout
2516,135,20,0,5,10,4,14.25,0,0,5,14,1,10,0,0,1,0,Enrolled
2517,68,22,0,6,7,6,12.16666667,0,0,6,9,4,12,0,0,1,1,Graduate
2518,272,18,0,8,8,7,12.21428571,0,0,8,8,7,12.21428571,0,0,1,1,Graduate
2519,237,18,0,6,8,6,12.66666667,0,0,6,6,6,13,0,0,1,1,Graduate
2520,350,18,0,6,7,6,12.28571429,0,0,6,6,6,13.5,0,0,1,1,Graduate
2521,255,18,0,6,7,6,13,0,0,6,6,6,13,0,0,1,1,Graduate
2522,242,18,0,6,8,6,12.14285714,0,0,6,6,6,11.16666667,0,0,1,0,Graduate
2523,264,19,0,7,8,7,13.87571429,0,0,8,9,7,13.08571429,0,0,1,1,Graduate
2524,379,20,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
2525,211,19,0,6,12,6,11.66666667,0,0,6,7,0,0,0,0,1,1,Dropout
2526,95,18,0,6,13,6,13.15384615,0,0,6,12,3,11,0,0,1,0,Graduate
2527,80,18,0,6,6,6,14.5,0,0,6,6,6,12.83333333,0,0,1,1,Dropout
2528,264,18,0,7,7,7,14.44142857,0,0,8,8,8,13.65625,0,0,1,1,Graduate
2529,344,18,0,6,6,6,15.16666667,0,0,6,7,6,14.28571429,0,0,1,0,Graduate
2530,172,18,0,5,5,5,11.6,0,0,5,12,4,12.625,0,0,1,1,Graduate
2531,347,18,0,6,6,6,11.66666667,0,0,6,6,6,12.33333333,0,1,1,0,Graduate
2532,53,20,0,6,8,6,12.625,0,0,6,10,6,13.2,0,0,1,1,Graduate
2533,223,19,0,6,14,3,12.66666667,0,0,6,7,6,11,0,0,1,1,Graduate
2534,160,18,0,6,7,6,12.83333333,1,0,6,8,6,13,0,0,1,1,Enrolled
2535,202,19,0,6,7,6,11.85714286,0,0,6,8,6,13.14285714,0,0,1,1,Graduate
2536,377,19,0,6,8,5,11.4,1,0,6,7,4,10.75,0,0,1,0,Enrolled
2537,158,19,0,5,10,5,14.85714286,2,0,5,7,5,15.14285714,0,0,1,0,Enrolled
2538,317,19,0,6,7,6,14.71428571,0,0,6,6,6,15.83333333,0,0,1,0,Graduate
2539,331,20,0,6,6,6,13.5,0,0,6,9,5,13,0,1,1,0,Graduate
2540,165,18,0,5,7,4,11.5,0,0,5,5,5,12.4,0,0,1,1,Graduate
2541,181,33,2,5,9,2,14,0,0,5,5,0,0,0,0,1,0,Dropout
2542,373,19,0,7,8,6,12.83333333,0,0,6,6,0,0,0,0,1,1,Dropout
2543,296,18,0,7,7,7,13.42857143,0,0,8,8,8,14.75,0,0,1,1,Graduate
2544,68,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
2545,53,19,0,6,18,3,11.66666667,0,0,6,14,4,11.5,0,0,1,0,Enrolled
2546,350,18,0,6,6,6,16,0,0,6,7,6,14.33333333,0,0,1,0,Graduate
2547,202,20,0,6,6,6,13.83333333,0,0,6,6,6,11.83333333,0,0,1,0,Graduate
2548,270,19,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,0,1,0,Graduate
2549,348,18,0,6,6,6,14,0,0,6,6,6,14.16666667,0,0,1,1,Graduate
2550,239,19,0,6,14,2,10,0,0,6,6,0,0,0,1,1,1,Dropout
2551,39,25,8,16,16,15,13.33333333,0,11,13,13,11,12.27272727,0,0,1,0,Graduate
2552,74,20,0,6,6,6,12.5,0,0,6,6,6,14.33333333,0,0,1,1,Enrolled
2553,36,19,0,6,6,6,12.5,0,0,6,6,6,11.5,0,0,1,0,Graduate
2554,404,33,0,5,8,2,10.5,0,0,5,5,0,0,0,1,1,0,Dropout
2555,150,18,0,5,11,3,10.66666667,0,0,5,9,3,11.33333333,0,1,1,0,Enrolled
2556,144,18,0,5,9,4,10.5,0,0,5,11,2,10.5,3,0,1,0,Enrolled
2557,190,19,0,5,10,4,12,0,0,5,6,5,11.4,0,0,1,0,Graduate
2558,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Enrolled
2559,169,19,0,5,11,5,11.5,0,0,5,9,2,10.66666667,0,0,1,0,Enrolled
2560,345,18,0,6,6,6,14,0,0,6,6,6,13.5,0,0,1,0,Dropout
2561,378,18,0,6,7,6,13.5,0,0,6,8,5,12.6,0,0,1,0,Graduate
2562,272,18,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,0,1,0,Graduate
2563,269,37,0,7,9,2,10.75,0,0,7,9,0,0,0,0,1,0,Dropout
2564,202,20,0,6,11,1,12,0,0,5,10,0,0,0,0,1,0,Enrolled
2565,240,20,0,6,6,6,14,0,0,6,6,6,13.33333333,0,0,1,1,Graduate
2566,216,21,0,6,7,6,12.33333333,0,0,6,7,6,13.42857143,0,0,1,0,Graduate
2567,265,18,0,7,7,7,13.46428571,0,0,8,9,8,14.78888889,0,0,1,1,Graduate
2568,32,26,0,6,14,3,10.66666667,1,0,6,9,5,11.2,0,0,1,0,Enrolled
2569,179,41,0,5,6,5,11.6,0,0,5,8,5,12.2,0,1,1,0,Enrolled
2570,348,18,0,6,6,6,13.66666667,0,0,6,6,6,14.66666667,0,0,1,1,Graduate
2571,262,18,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,1,1,0,Graduate
2572,260,31,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,0,1,0,Graduate
2573,202,23,0,6,8,6,12.625,0,0,6,6,6,14.16666667,0,1,1,0,Graduate
2574,262,19,0,7,7,6,14.98333333,0,0,7,7,6,14.98333333,0,0,1,0,Graduate
2575,369,20,0,6,6,6,15,0,0,6,6,6,13,0,0,1,1,Graduate
2576,32,40,5,9,9,9,15.88888889,0,3,7,7,7,14.14285714,0,0,1,0,Graduate
2577,96,32,0,6,14,4,11.5,0,0,6,14,3,11,0,1,1,0,Dropout
2578,238,24,0,6,14,2,10.5,0,0,6,11,1,10,0,0,1,0,Dropout
2579,268,18,0,7,7,6,13.98333333,0,0,7,7,6,13.98333333,0,0,1,0,Graduate
2580,202,18,0,6,6,6,13,0,0,6,6,6,12.83333333,0,0,1,0,Graduate
2581,202,18,0,6,6,6,13.66666667,0,0,6,6,6,13,0,0,1,1,Graduate
2582,54,27,0,6,8,0,0,0,0,6,8,0,0,0,0,0,0,Dropout
2583,168,18,0,5,5,5,14.4,0,0,5,5,5,15.4,0,0,1,0,Graduate
2584,402,26,0,5,10,4,12,0,0,5,9,4,11.25,0,0,1,0,Enrolled
2585,373,19,0,6,6,6,14.16666667,0,0,6,7,6,13.66666667,0,0,1,0,Graduate
2586,45,19,0,6,8,5,12.2,0,0,6,7,6,12,0,0,1,0,Graduate
2587,178,21,0,5,8,3,12,1,0,5,9,3,12.66666667,0,0,1,0,Enrolled
2588,176,24,0,5,11,2,10.5,0,0,5,14,1,11,0,0,1,0,Enrolled
2589,379,20,0,6,8,3,12.33333333,0,0,6,11,2,10.5,0,0,1,0,Dropout
2590,383,18,0,6,7,5,12.2,0,0,6,7,5,12.2,0,0,1,0,Enrolled
2591,54,30,0,6,6,0,0,0,0,6,6,0,0,0,0,1,0,Dropout
2592,373,22,0,7,10,6,11.5,0,0,7,8,6,13.16666667,0,1,0,0,Enrolled
2593,181,21,4,9,9,9,10.88888889,0,3,10,18,10,11.61538462,0,0,1,0,Graduate
2594,297,26,0,7,12,6,12.16666667,0,0,8,8,8,11.675,0,0,1,0,Dropout
2595,172,23,0,5,7,2,10,1,0,5,9,1,12,0,0,1,0,Enrolled
2596,68,18,0,6,6,6,12.66666667,0,0,6,6,6,12.16666667,0,0,1,1,Graduate
2597,75,21,0,6,9,5,11.4,0,0,6,8,5,12.2,0,1,1,0,Dropout
2598,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dropout
2599,104,21,0,5,14,2,13,2,0,5,8,4,12,1,0,1,0,Enrolled
2600,395,18,0,6,8,5,13.4,0,0,6,7,5,12,0,0,1,0,Enrolled
2601,395,19,0,6,6,6,13.5,0,0,6,8,5,12.8,0,0,1,1,Dropout
2602,237,22,0,6,14,4,12.25,0,0,6,11,3,11.33333333,0,0,1,0,Enrolled
2603,201,19,0,6,7,6,12.28571429,0,0,6,7,6,12.83333333,0,0,1,0,Graduate
2604,119,19,0,5,12,0,0,4,0,5,8,0,0,1,0,0,0,Dropout
2605,207,19,0,6,10,2,10.5,0,0,6,11,1,13,0,0,1,0,Dropout
2606,96,27,0,5,12,3,14,2,0,5,8,5,12,1,0,1,0,Graduate
2607,114,22,2,5,7,5,14.2,0,0,5,10,5,12.2,0,0,1,0,Graduate
2608,345,18,0,6,8,5,13,0,0,6,7,6,13.14285714,0,0,1,0,Dropout
2609,236,20,0,6,6,6,11,0,0,6,8,4,12.75,0,0,1,0,Graduate
2610,409,34,3,8,9,3,11,0,2,7,7,2,10,0,0,1,0,Dropout
2611,261,18,0,7,9,6,12.38571429,0,0,8,9,8,13.75555556,0,0,1,0,Graduate
2612,344,20,0,6,12,4,14.75,0,0,6,7,4,12.25,0,0,1,0,Graduate
2613,153,20,0,5,6,5,16.16666667,0,0,5,6,5,15.83333333,0,0,1,0,Graduate
2614,402,25,0,5,7,0,0,0,0,5,8,0,0,0,0,1,0,Dropout
2615,146,18,0,5,6,5,12.4,0,0,5,9,3,13,0,0,1,0,Dropout
2616,153,18,0,6,8,5,11.6,0,0,6,11,4,13,0,0,0,0,Dropout
2617,379,18,0,6,8,5,12.2,0,0,6,13,0,0,0,0,1,1,Dropout
2618,237,19,0,6,7,5,11,0,0,6,7,5,12.8,0,0,1,1,Graduate
2619,377,19,0,6,8,6,12.33333333,0,0,6,7,5,12.4,0,0,1,1,Dropout
2620,205,21,3,6,6,6,14.83333333,0,2,6,7,6,12.57142857,0,0,1,1,Graduate
2621,89,29,9,10,15,9,11.55555556,0,7,11,17,10,11.9,0,0,1,0,Enrolled
2622,75,20,0,6,6,6,12,0,0,6,6,6,11.83333333,0,0,1,1,Graduate
2623,40,21,13,13,13,11,12.72727273,0,9,11,11,10,12.6,0,1,1,1,Graduate
2624,409,34,2,2,2,2,10.5,0,1,1,1,1,11,0,0,1,0,Dropout
2625,353,20,0,6,6,6,12.33333333,0,0,6,6,6,12,0,0,1,0,Graduate
2626,402,24,0,5,10,0,0,0,0,5,7,1,12,0,0,1,0,Dropout
2627,260,18,0,7,7,7,14.84285714,0,0,8,9,8,14.38888889,0,0,1,0,Graduate
2628,260,19,0,7,7,7,12.2,0,0,7,7,7,12.2,0,0,1,0,Enrolled
2629,168,18,0,5,10,4,10.8,0,0,5,10,4,11.75,0,0,1,1,Enrolled
2630,417,28,0,5,7,4,12.75,0,0,5,7,5,14.33333333,0,0,1,0,Enrolled
2631,402,28,0,5,13,2,11,0,0,5,12,1,12,0,0,1,0,Dropout
2632,237,20,0,6,9,4,10.75,0,0,6,12,0,0,0,0,1,0,Dropout
2633,271,22,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,0,1,0,Graduate
2634,262,19,0,8,8,7,12.66571429,0,0,8,8,7,12.66571429,0,0,1,0,Graduate
2635,317,20,0,6,10,6,12.71428571,0,0,6,8,4,13,0,0,1,0,Enrolled
2636,306,26,0,7,7,2,11.75,0,0,5,10,0,0,0,0,1,0,Dropout
2637,242,21,0,6,11,3,11,0,0,6,14,0,0,0,0,0,0,Dropout
2638,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
2639,172,18,0,5,5,5,13.4,0,0,5,6,5,12.2,0,0,1,0,Graduate
2640,15,22,14,17,21,17,12.57894737,0,15,17,20,17,12.11764706,0,0,1,0,Graduate
2641,126,36,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,Dropout
2642,345,20,0,6,8,6,12,0,0,6,8,6,11.5,0,0,1,1,Graduate
2643,332,20,0,6,6,3,12.33333333,0,0,6,9,0,0,0,0,1,0,Dropout
2644,402,25,0,5,11,4,11.5,0,0,5,11,3,13.5,0,0,1,0,Dropout
2645,54,35,1,6,7,5,12.8,0,1,6,11,5,13.83333333,0,0,1,0,Graduate
2646,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
2647,69,26,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,0,1,0,Enrolled
2648,53,20,0,6,16,4,11.8,0,0,6,15,2,12,0,1,0,0,Dropout
2649,39,50,6,13,13,6,11.33333333,0,2,11,11,2,13.5,0,0,1,0,Dropout
2650,260,20,0,8,12,5,12.002,1,0,8,12,5,12.002,1,0,1,0,Dropout
2651,260,20,0,7,10,5,13.97666667,0,0,8,9,8,13.22222222,0,0,1,0,Enrolled
2652,55,35,0,6,10,5,15.2,0,1,6,9,1,11,0,0,0,0,Dropout
2653,317,19,0,6,7,6,13.14285714,0,0,6,8,6,14.16666667,0,0,1,1,Graduate
2654,188,43,0,5,14,0,0,1,0,5,5,0,0,0,0,1,0,Dropout
2655,278,19,0,8,11,7,13.86714286,0,0,8,11,7,13.86714286,0,0,1,0,Graduate
2656,269,25,0,8,11,6,12.675,0,0,8,11,6,12.675,0,0,1,0,Graduate
2657,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
2658,377,20,0,6,6,6,12,0,0,6,7,6,12.5,0,0,1,1,Enrolled
2659,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
2660,240,19,0,6,7,6,11,0,0,6,6,5,12.2,0,0,1,1,Dropout
2661,402,32,0,5,11,4,10.75,0,0,5,11,4,11.33333333,0,0,1,0,Dropout
2662,352,57,0,6,7,5,14.2,0,0,6,6,6,14.16666667,0,0,1,0,Graduate
2663,260,20,0,7,11,4,12.6,0,0,7,7,4,11.575,0,0,0,0,Dropout
2664,402,38,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
2665,402,45,0,5,6,5,14,0,0,5,6,5,14.16666667,0,0,1,0,Graduate
2666,352,43,0,6,16,2,10,0,0,6,12,4,12.25,0,1,0,0,Dropout
2667,72,19,0,6,6,6,13.83333333,0,0,6,8,6,13.125,0,0,1,0,Graduate
2668,402,49,0,5,8,2,11,0,0,5,5,1,11,0,0,0,0,Dropout
2669,269,43,0,8,8,7,11.63571429,0,0,8,8,7,11.63571429,0,0,1,0,Enrolled
2670,32,34,0,6,6,4,12.25,0,0,5,5,0,0,0,0,1,0,Dropout
2671,145,18,0,5,9,4,12.5,0,0,5,11,5,11.28571429,0,1,1,0,Enrolled
2672,402,43,0,5,5,5,13.8,0,0,5,6,5,13.66666667,0,0,1,0,Graduate
2673,242,21,0,6,8,3,12,0,0,6,9,1,11,0,0,1,0,Dropout
2674,402,40,0,5,9,3,11,0,0,5,8,4,12.5,1,0,1,0,Enrolled
2675,320,19,0,6,7,4,13.75,0,0,6,10,6,11.55555556,0,0,1,1,Graduate
2676,240,27,0,6,6,6,10.66666667,0,0,6,8,4,11.25,0,0,1,0,Enrolled
2677,315,43,0,7,7,0,0,0,0,8,13,2,13.15,0,0,1,0,Dropout
2678,409,31,1,5,6,5,13.83333333,0,0,5,7,5,15.4,0,0,1,0,Graduate
2679,53,26,0,6,6,0,0,0,0,6,7,0,0,0,1,1,0,Enrolled
2680,402,34,0,5,5,5,15.8,0,0,5,5,5,16.8,0,0,1,0,Graduate
2681,271,30,11,14,26,12,12.52608696,1,11,14,26,12,12.52608696,1,0,1,0,Graduate
2682,269,36,0,7,9,6,12.78333333,0,0,8,11,0,0,0,0,1,0,Dropout
2683,406,46,0,5,5,0,0,0,0,5,5,1,10,0,1,0,0,Dropout
2684,98,22,0,5,8,3,13,0,0,5,8,3,10.66666667,0,0,1,0,Graduate
2685,55,27,0,6,8,0,0,0,0,6,10,0,0,0,0,1,0,Dropout
2686,141,20,0,5,7,5,10.8,0,0,5,9,3,12,0,0,1,0,Enrolled
2687,177,20,0,5,7,5,11,0,0,5,7,3,10,0,0,1,0,Enrolled
2688,140,31,0,4,4,0,0,0,0,5,5,0,0,0,1,0,0,Dropout
2689,144,20,0,5,7,0,0,0,0,5,5,0,0,0,1,1,0,Enrolled
2690,347,21,0,6,10,2,12,0,0,6,0,0,0,0,0,0,0,Dropout
2691,172,21,0,5,7,4,10.75,0,0,5,10,2,11,3,0,1,0,Dropout
2692,168,19,0,5,8,5,11.6,0,0,5,10,4,13.5,3,0,1,0,Graduate
2693,185,20,0,5,6,5,11.8,0,0,5,8,4,11.6,0,0,1,1,Graduate
2694,60,18,0,6,7,6,16,0,0,6,6,6,15.16666667,0,0,1,0,Graduate
2695,348,18,0,6,6,6,12.66666667,0,0,6,6,6,11.5,0,0,1,1,Graduate
2696,269,30,0,7,12,4,14.4,0,0,7,9,6,13.5,0,1,1,0,Enrolled
2697,234,34,0,6,6,0,0,0,0,6,6,0,0,0,1,0,0,Dropout
2698,320,21,0,6,11,4,12.25,0,0,6,9,4,13.4,0,1,0,0,Enrolled
2699,78,20,2,7,9,5,12.6,0,5,9,10,8,12.75,1,0,1,0,Dropout
2700,260,18,0,8,8,7,13.4,0,0,8,8,7,13.4,0,0,1,0,Graduate
2701,9,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Dropout
2702,62,26,0,6,9,1,10,0,0,6,6,0,0,0,0,1,0,Dropout
2703,148,20,0,5,5,0,0,0,0,5,5,0,0,5,1,1,0,Dropout
2704,53,25,0,6,16,3,11.25,0,0,6,14,4,11.2,0,0,1,0,Dropout
2705,320,19,0,5,10,0,0,0,0,5,5,0,0,0,0,1,0,Enrolled
2706,188,24,0,5,8,3,10.66666667,1,0,5,5,1,14,0,0,1,0,Dropout
2707,153,20,0,5,7,4,11.75,0,0,5,5,5,13.4,0,0,1,0,Graduate
2708,168,20,0,5,5,0,0,0,0,5,5,0,0,0,0,1,0,Dropout
2709,90,18,0,6,6,6,12.66666667,0,0,6,8,6,14.125,0,0,1,0,Graduate
2710,297,25,0,7,14,7,11.95,0,0,8,15,7,12.04285714,0,0,1,0,Enrolled
2711,237,22,0,6,7,5,14,0,0,6,6,6,15.66666667,0,0,1,0,Graduate
2712,39,41,0,6,6,0,0,6,0,6,12,0,0,0,0,0,0,Dropout
2713,170,19,0,5,11,2,11.5,0,0,5,10,0,0,0,1,1,1,Dropout
2714,158,21,0,6,10,6,12,0,0,6,12,5,12.8,0,0,1,0,Graduate
2715,97,30,0,6,7,6,16.42857143,0,0,6,7,6,16.66666667,0,1,1,0,Dropout
2716,270,21,0,7,9,5,13.336,0,0,8,9,7,13.20714286,0,0,1,1,Graduate
2717,306,26,0,7,7,0,0,0,0,8,8,0,0,6,0,1,1,Enrolled
2718,331,21,2,7,9,7,14.66666667,0,1,6,8,6,14,0,0,1,0,Graduate
2719,260,18,0,8,8,7,14.11571429,0,0,8,8,7,14.11571429,0,0,1,0,Graduate
2720,120,19,0,6,7,6,14.85714286,0,0,6,10,6,13.11111111,0,0,1,1,Graduate
2721,95,18,0,6,7,6,13.83333333,0,0,6,10,6,13.71428571,0,0,1,1,Graduate
2722,175,19,0,5,10,3,11,0,0,5,9,4,11.75,0,0,1,0,Enrolled
2723,108,21,0,6,11,4,11.75,0,0,6,12,3,13.66666667,0,0,1,0,Enrolled
2724,175,18,0,5,15,2,10,0,0,5,14,2,12,0,0,1,1,Dropout
2725,269,24,0,8,15,6,12.415,0,0,8,15,6,12.415,0,0,1,1,Graduate
2726,153,21,0,5,12,1,11,0,0,5,9,2,10.5,0,0,1,0,Enrolled
2727,96,23,1,6,14,5,14.42857143,0,1,6,7,6,13.42857143,0,0,1,0,Graduate
2728,261,18,0,8,8,7,14.31285714,0,0,8,8,7,14.31285714,0,0,1,1,Graduate
2729,97,26,0,6,8,6,15.42857143,0,0,6,7,5,14.5,0,0,0,0,Enrolled
2730,153,20,0,5,9,4,12,1,0,5,6,5,13.4,0,0,1,0,Graduate
2731,202,18,0,6,7,6,13.83333333,0,0,6,7,6,13.71428571,0,0,1,0,Graduate
2732,202,20,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,0,1,0,Graduate
2733,260,20,0,8,8,7,14.01428571,0,0,8,8,7,14.01428571,0,0,1,0,Enrolled
2734,204,18,0,6,15,2,10.33333333,3,0,6,13,3,13.33333333,0,0,1,0,Enrolled
2735,353,22,0,6,7,5,13.2,0,0,6,7,5,13.6,0,0,1,1,Graduate
2736,260,20,0,7,7,6,15.4,0,0,7,7,6,15.4,0,1,1,0,Graduate
2737,268,19,0,7,7,7,13.38571429,0,0,8,8,8,15.925,0,0,1,1,Graduate
2738,153,18,0,6,13,6,10.85714286,0,0,6,10,4,11,0,1,1,0,Dropout
2739,175,18,0,5,11,5,11.33333333,0,0,5,8,5,12,0,0,1,0,Graduate
2740,120,19,0,5,7,4,14.5,0,0,5,5,5,13.6,0,0,1,1,Graduate
2741,77,19,0,6,6,6,14.16666667,0,0,6,8,6,12.375,0,0,1,1,Graduate
2742,46,24,0,6,7,6,12.83333333,0,0,6,8,6,12,0,0,1,0,Graduate
2743,202,21,0,6,7,6,13.33333333,0,0,6,6,6,14.5,0,0,1,0,Graduate
2744,202,20,0,6,7,6,13.66666667,0,0,6,7,6,14.57142857,0,0,1,1,Graduate
2745,234,28,0,6,6,6,10.83333333,0,0,6,7,5,11,0,1,0,1,Dropout
2746,372,21,0,6,7,6,13.42857143,0,0,6,8,6,13.14285714,0,0,1,0,Graduate
2747,260,20,0,7,7,7,12.40142857,0,0,8,10,6,11.80833333,0,1,1,0,Enrolled
2748,62,36,0,6,8,0,0,0,0,6,10,0,0,0,0,0,0,Dropout
2749,402,42,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,Dropout
2750,402,47,0,5,9,4,11.5,0,0,5,6,5,11.6,1,0,1,0,Dropout
2751,126,25,0,5,8,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
